"","0","500","1000","1500","2000","3000","4000","5000","10000","20000","30000","50000","1e+05"
"Bluethroat_Wrasse",NA,62,69,72,75,80,82,85,91,95,97,98,99
"Harlequin",NA,17,26,34,40,51,59,64,79,88,92,95,97
"Silver_Trevally",NA,13,17,20,22,31,38,45,64,79,85,91,95
"Snapper",NA,17,18,20,20,21,23,24,32,47,57,70,82
"Western_Blue_Groper",NA,5,6,11,12,22,32,40,62,78,85,90,95
"Yellowtail_Kingfish",NA,55,57,57,58,61,62,63,71,79,84,89,94
"Southern_Eagle_Ray",NA,28,29,31,32,33,35,36,43,56,65,75,85
"Bronze_Whaler",NA,21,22,22,22,22,22,22,23,25,26,29,36
"Dusky_Whaler",NA,13,13,13,13,13,13,13,14,15,16,18,22
"White_Shark",NA,3,3,3,4,4,4,5,8,18,31,49,69
