"","0","500","1000","1500","2000","3000","4000","5000","10000","20000","30000","50000","1e+05"
"Bluethroat_Wrasse",NA,0,0,0,3,19,31,41,64,80,86,92,96
"Harlequin",NA,0,0,0,0,18,30,40,64,80,87,92,96
"Silver_Trevally",NA,0,0,0,0,0,1,11,42,66,76,85,92
"Snapper",NA,0,0,0,0,0,0,0,0,2,22,44,67
"Western_Blue_Groper",NA,0,0,0,0,0,7,18,48,70,79,87,93
"Yellowtail_Kingfish",NA,0,0,0,0,0,0,0,0,22,40,59,77
"Southern_Eagle_Ray",NA,0,0,0,0,0,0,0,0,3,22,44,67
"Bronze_Whaler",NA,0,0,0,0,0,0,0,0,0,0,0,0
"Dusky_Whaler",NA,0,0,0,0,0,0,0,0,0,0,0,0
"White_Shark",NA,0,0,0,0,0,0,0,0,0,7,31,58
